Query ID,Original Query,Query Type,Intent Category,Expected Constraints,URL,Search parameters,Filters extracted,Retrieval method used,Candidate generation count,Final ranked results
Q073,hotels with free private parking on site,Natural Language,Free Parking,parking=true,http://localhost:8000/recommend?query=hotels+with+free+private+parking+on+site,"{""query"": ""hotels with free private parking on site"", ""max_results"": 10}","{""hard"": {}, ""soft"": {""aspects"": ""parking"", ""amenities"": ""Parking""}}",Multi-Channel Hybrid Retrieval,50,"#1 Park Inn By Radisson New Delhi Ip Extension (Score: 0.60) | #2 The Park (Score: 0.56) | #3 Aapnoghar (Resort, Water Park, Amusement Park) (Score: 0.55) | #4 Limewood Stay | Unitech Cyber Park (Score: 0.54) | #5 The J K Hotel C R Park (Score: 0.54) | #6 Comfy Stay Hotels (Score: 0.53) | #7 Corporate Stays -Suncity (Score: 0.53) | #8 Sk Premium Park (Score: 0.53) | #9 Saltstayz Select - Unitech Cyber Park (Score: 0.52) | #10 Hotel C Park Inn (Score: 0.52)"
Q074,secure car parking hotels in delhi,Natural Language,Free Parking,"parking=true, area=delhi",http://localhost:8000/recommend?query=secure+car+parking+hotels+in+delhi,"{""query"": ""secure car parking hotels in delhi"", ""max_results"": 10}","{""hard"": {""area"": ""Delhi NCR""}, ""soft"": {""aspects"": ""parking"", ""amenities"": ""Parking""}}",Multi-Channel Hybrid Retrieval,50,"#1 Park Inn By Radisson New Delhi Ip Extension (Score: 0.61) | #2 Hotel C Park Inn (Score: 0.60) | #3 Urban Retreat (Score: 0.58) | #4 Hotel View - A Boutique Hotel (Score: 0.58) | #5 Hotel Hr Residency (Score: 0.58) | #6 Green Orbit Hotel (Score: 0.57) | #7 Hotel Hr Residency (Score: 0.56) | #8 Travellers Hotel (Score: 0.56) | #9 Fortune Park, East Delhi - Member Itc Hotels' Group (Score: 0.52) | #10 Hotel Metro View (Score: 0.51)"
Q075,budget hotel with free parking gurugram,Natural Language,Free Parking,"parking=true, budget=budget, area=gurugram",http://localhost:8000/recommend?query=budget+hotel+with+free+parking+gurugram,"{""query"": ""budget hotel with free parking gurugram"", ""max_results"": 10}","{""hard"": {""area"": ""Gurugram""}, ""soft"": {""budget_category"": ""budget"", ""aspects"": ""parking"", ""amenities"": ""Parking""}}",Multi-Channel Hybrid Retrieval,50,"#1 Crs Inn - Hotels In Gurgaon (Score: 0.85) | #2 Fabhotel Altus - Hotel In Dlf Phase 2, Gurgaon (Score: 0.74) | #3 Hotel O J M K Hotel (Score: 0.74) | #4 Fabhotel Rr Residency - Hotel In Dlf Phase 2, Gurgaon (Score: 0.73) | #5 Hays Air By Ahuja Residences (Score: 0.72) | #6 Hotel Mavens House (Score: 0.70) | #7 Lime Tree Hotel Pulkit Gurgaon Artemis Hospital, Nearest Millennium City Centre Metro Station (Score: 0.70) | #8 Holiday Inn Gurugram Sector 90 By Ihg (Score: 0.70) | #9 Hotel Windsor Castle (Score: 0.69) | #10 The Trot Hotel & Suites (Score: 0.67)"
Q076,resorts with valet parking near manesar,Natural Language,Free Parking,"parking=true, area=manesar",http://localhost:8000/recommend?query=resorts+with+valet+parking+near+manesar,"{""query"": ""resorts with valet parking near manesar"", ""max_results"": 10}","{""hard"": {""area"": ""Manesar""}, ""soft"": {""aspects"": ""parking"", ""amenities"": ""Parking""}}",Multi-Channel Hybrid Retrieval,50,"#1 Komal Residency (Score: 0.71) | #2 Treebo Sai Village, Manesar (Score: 0.65) | #3 Ginger Manesar (Score: 0.65) | #4 Hotel O By Oyo Chawla'S Hotel & Restaurant (Score: 0.65) | #5 Hotel Rbs Inn (Score: 0.58)"
Q077,pet friendly hotels in delhi NCR for dogs,Natural Language,Pet Friendly,pets=true,http://localhost:8000/recommend?query=pet+friendly+hotels+in+delhi+NCR+for+dogs,"{""query"": ""pet friendly hotels in delhi NCR for dogs"", ""max_results"": 10}","{""hard"": {""area"": ""Delhi Ncr,Delhi NCR,Ncr""}, ""soft"": {}}",Multi-Channel Hybrid Retrieval,50,"#1 Homestay Near Isbt Kashmiri Gate & Metro | Private Rooms & Dorms (Score: 0.58) | #2 Fortune Park, East Delhi - Member Itc Hotels' Group (Score: 0.50) | #3 Hotel Aerostar Grand (Score: 0.45) | #4 Ibis New Delhi Aerocity (Score: 0.37)"
Q078,dog friendly stays in gurugram with lawn,Natural Language,Pet Friendly,"pets=true, area=gurugram",http://localhost:8000/recommend?query=dog+friendly+stays+in+gurugram+with+lawn,"{""query"": ""dog friendly stays in gurugram with lawn"", ""max_results"": 10}","{""hard"": {""area"": ""Gurugram""}, ""soft"": {}}",Multi-Channel Hybrid Retrieval,50,"#1 Holiday Inn Gurugram Sector 90 By Ihg (Score: 0.70) | #2 Grand Hyatt Gurgaon (Score: 0.63) | #3 Lime Tree Hotel Pulkit Gurgaon Artemis Hospital, Nearest Millennium City Centre Metro Station (Score: 0.58) | #4 Hotel Mavens House (Score: 0.57) | #5 Doubletree By Hilton Hotel Gurgaon - New Delhi Ncr (Score: 0.56) | #6 Collection O Hotel Cambridge (Score: 0.55)"
Q079,resorts near manesar allowing pets,Natural Language,Pet Friendly,"pets=true, area=manesar",http://localhost:8000/recommend?query=resorts+near+manesar+allowing+pets,"{""query"": ""resorts near manesar allowing pets"", ""max_results"": 10}","{""hard"": {""area"": ""Manesar""}, ""soft"": {}}",Multi-Channel Hybrid Retrieval,50,"#1 Hotel Gurugram Manesar (Score: 0.76) | #2 Savoy Suites, Manesar (Score: 0.71) | #3 Heritage Village Resort & Spa, Manesar (Score: 0.69) | #4 Hotel O V2 Stay (Score: 0.60) | #5 Hotel Sk Residency (Score: 0.60) | #6 The Tomo Inn (Score: 0.54) | #7 Four Square (Score: 0.49)"
Q080,luxury stay allowing cats and pets delhi,Natural Language,Pet Friendly,"pets=true, budget=luxury, area=delhi",http://localhost:8000/recommend?query=luxury+stay+allowing+cats+and+pets+delhi,"{""query"": ""luxury stay allowing cats and pets delhi"", ""max_results"": 10}","{""hard"": {""area"": ""Delhi NCR""}, ""soft"": {""budget_category"": ""luxury""}}",Multi-Channel Hybrid Retrieval,50,"#1 Fortune Park, East Delhi - Member Itc Hotels' Group (Score: 0.64) | #2 Rich Star Guest House (Score: 0.60) | #3 Anantam Farm Delhi (Score: 0.52) | #4 Hotel Aerostar Grand (Score: 0.50) | #5 Ibis New Delhi Aerocity (Score: 0.45) | #6 Homestay Near Isbt Kashmiri Gate & Metro | Private Rooms & Dorms (Score: 0.02)"
Q081,quiet hotels away from noise in delhi,Natural Language,Quiet Hotel,"quiet=true, area=delhi",http://localhost:8000/recommend?query=quiet+hotels+away+from+noise+in+delhi,"{""query"": ""quiet hotels away from noise in delhi"", ""max_results"": 10}","{""hard"": {""area"": ""Delhi NCR""}, ""soft"": {}}",Multi-Channel Hybrid Retrieval,50,"#1 Hotel Hr Residency (Score: 0.52) | #2 Ibis New Delhi Aerocity (Score: 0.44) | #3 Rich Star Guest House (Score: 0.43) | #4 Homestay Near Isbt Kashmiri Gate & Metro | Private Rooms & Dorms (Score: 0.43) | #5 Hotel Aerostar Grand (Score: 0.39) | #6 Fortune Park, East Delhi - Member Itc Hotels' Group (Score: 0.38)"
Q082,peaceful resort in green area manesar,Natural Language,Quiet Hotel,"quiet=true, area=manesar",http://localhost:8000/recommend?query=peaceful+resort+in+green+area+manesar,"{""query"": ""peaceful resort in green area manesar"", ""max_results"": 10}","{""hard"": {""area"": ""Manesar""}, ""soft"": {""amenities"": ""Air Conditioning""}}",Multi-Channel Hybrid Retrieval,50,"#1 Fabexpress Next Home (Score: 0.79) | #2 Hotel Gurugram Manesar (Score: 0.77) | #3 Savoy Suites, Manesar (Score: 0.71) | #4 Dayal Regency Manesar (Score: 0.71) | #5 Istay Serenity Villa Manesar (Score: 0.70) | #6 Heritage Village Resort & Spa, Manesar (Score: 0.69) | #7 Misaki Manrsar (Score: 0.68) | #8 Hotel Sai Village 281 (Score: 0.68) | #9 Treebo Sai Village, Manesar (Score: 0.67) | #10 Pg Jmr Homes (Score: 0.67)"
Q083,soundproof rooms hotels near delhi airport,Natural Language,Quiet Hotel,"quiet=true, area=airport",http://localhost:8000/recommend?query=soundproof+rooms+hotels+near+delhi+airport,"{""query"": ""soundproof rooms hotels near delhi airport"", ""max_results"": 10}","{""hard"": {""area"": ""Airport,Delhi NCR""}, ""soft"": {}}",Multi-Channel Hybrid Retrieval,50,"#1 Homestay Near Isbt Kashmiri Gate & Metro | Private Rooms & Dorms (Score: 0.58) | #2 Fortune Park, East Delhi - Member Itc Hotels' Group (Score: 0.53) | #3 Ibis New Delhi Aerocity (Score: 0.50) | #4 Hotel Aerostar Grand (Score: 0.45)"
Q084,calm and tranquil stay in gurugram,Natural Language,Quiet Hotel,"quiet=true, area=gurugram",http://localhost:8000/recommend?query=calm+and+tranquil+stay+in+gurugram,"{""query"": ""calm and tranquil stay in gurugram"", ""max_results"": 10}","{""hard"": {""area"": ""Gurugram""}, ""soft"": {}}",Multi-Channel Hybrid Retrieval,50,"#1 Holiday Inn Gurugram Sector 90 By Ihg (Score: 0.72) | #2 Lime Tree Hotel Pulkit Gurgaon Artemis Hospital, Nearest Millennium City Centre Metro Station (Score: 0.64) | #3 Grand Hyatt Gurgaon (Score: 0.64) | #4 Hotel Mavens House (Score: 0.57) | #5 Doubletree By Hilton Hotel Gurgaon - New Delhi Ncr (Score: 0.57) | #6 Collection O Hotel Cambridge (Score: 0.52)"
Q085,boutique design hotels in delhi NCR,Natural Language,Boutique Stay,boutique=true,http://localhost:8000/recommend?query=boutique+design+hotels+in+delhi+NCR,"{""query"": ""boutique design hotels in delhi NCR"", ""max_results"": 10}","{""hard"": {""area"": ""Delhi Ncr,Delhi NCR,Ncr""}, ""soft"": {}}",Multi-Channel Hybrid Retrieval,50,"#1 Hotel Aerostar Grand (Score: 0.63) | #2 Fortune Park, East Delhi - Member Itc Hotels' Group (Score: 0.54) | #3 Homestay Near Isbt Kashmiri Gate & Metro | Private Rooms & Dorms (Score: 0.53) | #4 Ibis New Delhi Aerocity (Score: 0.47)"
Q086,heritage style hotel stays delhi,Natural Language,Boutique Stay,"boutique=true, area=delhi",http://localhost:8000/recommend?query=heritage+style+hotel+stays+delhi,"{""query"": ""heritage style hotel stays delhi"", ""max_results"": 10}","{""hard"": {""area"": ""Delhi NCR""}, ""soft"": {}}",Multi-Channel Hybrid Retrieval,50,"#1 Hotel Hr Residency (Score: 0.55) | #2 Rich Star Guest House (Score: 0.50) | #3 Hotel Aerostar Grand (Score: 0.48) | #4 Homestay Near Isbt Kashmiri Gate & Metro | Private Rooms & Dorms (Score: 0.45) | #5 Fortune Park, East Delhi - Member Itc Hotels' Group (Score: 0.42) | #6 Ibis New Delhi Aerocity (Score: 0.42)"
Q087,charming unique stays gurugram,Natural Language,Boutique Stay,"boutique=true, area=gurugram",http://localhost:8000/recommend?query=charming+unique+stays+gurugram,"{""query"": ""charming unique stays gurugram"", ""max_results"": 10}","{""hard"": {""area"": ""Gurugram""}, ""soft"": {}}",Multi-Channel Hybrid Retrieval,50,"#1 Holiday Inn Gurugram Sector 90 By Ihg (Score: 0.71) | #2 Grand Hyatt Gurgaon (Score: 0.64) | #3 Lime Tree Hotel Pulkit Gurgaon Artemis Hospital, Nearest Millennium City Centre Metro Station (Score: 0.57) | #4 Hotel Mavens House (Score: 0.57) | #5 Doubletree By Hilton Hotel Gurgaon - New Delhi Ncr (Score: 0.56) | #6 Collection O Hotel Cambridge (Score: 0.55)"
Q088,aesthetic design rooms near cyber city,Natural Language,Boutique Stay,area=gurugram,http://localhost:8000/recommend?query=aesthetic+design+rooms+near+cyber+city,"{""query"": ""aesthetic design rooms near cyber city"", ""max_results"": 10}","{""hard"": {}, ""soft"": {}}",Multi-Channel Hybrid Retrieval,50,"#1 Radisson Blu Plaza Hotel, Delhi Airport (Score: 0.58) | #2 Taj Palace, New Delhi (Score: 0.50) | #3 Holiday Inn New Delhi Int'L Airport, An Ihg Hotel (Score: 0.49) | #4 Pride Plaza Aerocity (Score: 0.49) | #5 Hotel D K Residency (Score: 0.48) | #6 Pullman New Delhi Aerocity (Score: 0.47) | #7 Limewood Signature - Near Golf Course Road (Score: 0.43) | #8 Flora Residency (Score: 0.43)"
Q089,luxury business hotel in aerocity with pool gym spa and free breakfast,Natural Language,Complex Request,"budget=luxury, area=aerocity, pool=true, gym=true, spa=true, breakfast=true",http://localhost:8000/recommend?query=luxury+business+hotel+in+aerocity+with+pool+gym+spa+and+free+breakfast,"{""query"": ""luxury business hotel in aerocity with pool gym spa and free breakfast"", ""max_results"": 10}","{""hard"": {""area"": ""Aerocity""}, ""soft"": {""budget_category"": ""luxury"", ""travel_purpose"": ""business"", ""aspects"": ""pool"", ""amenities"": ""Breakfast,Pool,Gym,Spa""}}",Multi-Channel Hybrid Retrieval,50,"#1 Holiday Inn New Delhi Int'L Airport, An Ihg Hotel (Score: 0.87) | #2 Lemon Tree Hotel, Delhi Airport (Score: 0.72) | #3 Pullman New Delhi Aerocity (Score: 0.70) | #4 Pride Plaza Aerocity (Score: 0.69) | #5 Novotel New Delhi Aerocity (Score: 0.68)"
Q090,cheap budget hotel in gurugram with free wifi parking and pets allowed,Natural Language,Complex Request,"budget=budget, area=gurugram, wifi=true, parking=true, pets=true",http://localhost:8000/recommend?query=cheap+budget+hotel+in+gurugram+with+free+wifi+parking+and+pets+allowed,"{""query"": ""cheap budget hotel in gurugram with free wifi parking and pets allowed"", ""max_results"": 10}","{""hard"": {""area"": ""Gurugram""}, ""soft"": {""budget_category"": ""budget"", ""aspects"": ""wifi,parking"", ""amenities"": ""Free Wi-Fi,Parking""}}",Multi-Channel Hybrid Retrieval,50,"#1 Royal Residence 266 (Score: 0.89) | #2 Crs Inn - Hotels In Gurgaon (Score: 0.84) | #3 Royal Residence A69 (Score: 0.82) | #4 Hotel O J M K Hotel (Score: 0.72) | #5 Holiday Inn Gurugram Sector 90 By Ihg (Score: 0.72) | #6 Fabhotel Altus - Hotel In Dlf Phase 2, Gurgaon (Score: 0.71) | #7 Hotel Mavens House (Score: 0.70) | #8 Bougainvillea Farm By Under My Roof In Gurgaon | 3Bhk Pet & Budget Friendly Farm With Pool (Score: 0.69) | #9 Fabhotel Rr Residency - Hotel In Dlf Phase 2, Gurgaon (Score: 0.69) | #10 Lime Tree Hotel Pulkit Gurgaon Artemis Hospital, Nearest Millennium City Centre Metro Station (Score: 0.68)"
Q091,highly clean family resort near manesar with pool and kid playing park,Natural Language,Complex Request,"cleanliness>=4.5, family=true, area=manesar, pool=true",http://localhost:8000/recommend?query=highly+clean+family+resort+near+manesar+with+pool+and+kid+playing+park,"{""query"": ""highly clean family resort near manesar with pool and kid playing park"", ""max_results"": 10}","{""hard"": {""area"": ""Manesar""}, ""soft"": {""travel_purpose"": ""family"", ""aspects"": ""pool"", ""amenities"": ""Pool""}}",Multi-Channel Hybrid Retrieval,50,"#1 Fabexpress Next Home (Score: 0.76) | #2 Hotel Gurugram Manesar (Score: 0.72) | #3 Heritage Village Resort & Spa, Manesar (Score: 0.70) | #4 Istay Serenity Villa Manesar (Score: 0.69) | #5 Savoy Suites, Manesar (Score: 0.68) | #6 Dayal Regency Manesar (Score: 0.67) | #7 Treebo Sai Village, Manesar (Score: 0.67) | #8 Hotel Sai Village 281 (Score: 0.66) | #9 Jps Palm Inn (Score: 0.65) | #10 Hotel O By Oyo Chawla'S Hotel & Restaurant (Score: 0.64)"
Q092,safe couple friendly hotel in south delhi with bathtub and breakfast under 3000,Natural Language,Complex Request,"safe=true, couple=true, area=delhi, breakfast=true, budget=budget",http://localhost:8000/recommend?query=safe+couple+friendly+hotel+in+south+delhi+with+bathtub+and+breakfast+under+3000,"{""query"": ""safe couple friendly hotel in south delhi with bathtub and breakfast under 3000"", ""max_results"": 10}","{""hard"": {""area"": ""South Delhi,Delhi NCR""}, ""soft"": {""travel_purpose"": ""couple"", ""amenities"": ""Breakfast""}}",Multi-Channel Hybrid Retrieval,50,"#1 Radisson Blu Hotel, New Delhi Paschim Vihar (Score: 0.55) | #2 Vivanta New Delhi, Dwarka (Score: 0.53) | #3 Ibis New Delhi Aerocity (Score: 0.50) | #4 Holiday Inn New Delhi Mayur Vihar Noida, An Ihg Hotel (Score: 0.47)"
Q093,somewhere i can relax with my dog this weekend near nature,Natural Language,Ambiguous Request,"pets=true, weekend=true",http://localhost:8000/recommend?query=somewhere+i+can+relax+with+my+dog+this+weekend+near+nature,"{""query"": ""somewhere i can relax with my dog this weekend near nature"", ""max_results"": 10}","{""hard"": {}, ""soft"": {}}",Multi-Channel Hybrid Retrieval,50,"#1 Flora Residency (Score: 0.53) | #2 Hotel Season Couple Friendlly Near Pitampura Metro (Score: 0.48) | #3 Limewood Signature - Near Golf Course Road (Score: 0.47) | #4 Radisson Blu Plaza Hotel, Delhi Airport (Score: 0.44) | #5 Hotel D K Residency (Score: 0.44) | #6 Holiday Inn New Delhi Int'L Airport, An Ihg Hotel (Score: 0.43) | #7 Pride Plaza Aerocity (Score: 0.37) | #8 Pullman New Delhi Aerocity (Score: 0.37) | #9 Taj Palace, New Delhi (Score: 0.32)"
Q094,looking for a place to host a corporate seminar with 50 people,Natural Language,Conference facilities,conference=true,http://localhost:8000/recommend?query=looking+for+a+place+to+host+a+corporate+seminar+with+50+people,"{""query"": ""looking for a place to host a corporate seminar with 50 people"", ""max_results"": 10}","{""hard"": {}, ""soft"": {""amenities"": ""Air Conditioning""}}",Multi-Channel Hybrid Retrieval,50,"#1 Heistel Gurugram (Score: 0.59) | #2 360 Degree Hotel Near Medanta Hospital Rajiv Chowk Gurugram (Score: 0.58) | #3 Lemon Tree Premier, City Center, Gurugram (Score: 0.57) | #4 Hotel Bk Studios & Rooms (Score: 0.56) | #5 The Angel Hotel & Suites Near Medanta (Score: 0.56) | #6 Nearmi Boutique Hotel & Cafe Sector 47 (Score: 0.56) | #7 The Lodgers Hotel - Hotel Near Medanta Medicity Sector 38 (Score: 0.56) | #8 Ava Hotels And Corporates Millennium City (Score: 0.56) | #9 Hotel Corporate Guest House (Score: 0.56) | #10 Lemon Tree Premier, Leisure Valley 2, Gurugram (Score: 0.55)"
Q095,wheelchair accessible hotel in delhi with lift,Natural Language,Accessibility features,"accessible=true, area=delhi",http://localhost:8000/recommend?query=wheelchair+accessible+hotel+in+delhi+with+lift,"{""query"": ""wheelchair accessible hotel in delhi with lift"", ""max_results"": 10}","{""hard"": {""area"": ""Delhi NCR""}, ""soft"": {""amenities"": ""Air Conditioning""}}",Multi-Channel Hybrid Retrieval,50,#1 Urban Retreat (Score: 0.60) | #2 Hotel Hr Residency (Score: 0.57) | #3 Park Inn By Radisson New Delhi Ip Extension (Score: 0.57) | #4 Hotel Hr Residency (Score: 0.55) | #5 Skylink Suites (Score: 0.54) | #6 Travellers Hotel (Score: 0.53) | #7 Green Orbit Hotel (Score: 0.52) | #8 Hotel Metro View (Score: 0.51) | #9 Hotel View - A Boutique Hotel (Score: 0.50) | #10 Hotel C Park Inn (Score: 0.50)
Q096,hotel that has absolutely perfect score and costs nothing,Natural Language,Impossible Query,"rating=5.0, budget=budget",http://localhost:8000/recommend?query=hotel+that+has+absolutely+perfect+score+and+costs+nothing,"{""query"": ""hotel that has absolutely perfect score and costs nothing"", ""max_results"": 10}","{""hard"": {}, ""soft"": {}}",Multi-Channel Hybrid Retrieval,50,"#1 Hotel D K Residency (Score: 0.49) | #2 Radisson Blu Plaza Hotel, Delhi Airport (Score: 0.49) | #3 Holiday Inn New Delhi Int'L Airport, An Ihg Hotel (Score: 0.46) | #4 Flora Residency (Score: 0.44) | #5 Limewood Signature - Near Golf Course Road (Score: 0.43) | #6 Pride Plaza Aerocity (Score: 0.36) | #7 Pullman New Delhi Aerocity (Score: 0.35) | #8 Taj Palace, New Delhi (Score: 0.32)"
Q097,luxry hotl in dehl,Natural Language,Misspelled Query,"budget=luxury, area=delhi",http://localhost:8000/recommend?query=luxry+hotl+in+dehl,"{""query"": ""luxry hotl in dehl"", ""max_results"": 10}","{""hard"": {}, ""soft"": {}}",Multi-Channel Hybrid Retrieval,50,"#1 Radisson Blu Plaza Hotel, Delhi Airport (Score: 0.58) | #2 Hotel D K Residency (Score: 0.52) | #3 Flora Residency (Score: 0.49) | #4 Holiday Inn New Delhi Int'L Airport, An Ihg Hotel (Score: 0.47) | #5 Limewood Signature - Near Golf Course Road (Score: 0.44) | #6 Taj Palace, New Delhi (Score: 0.43) | #7 Pullman New Delhi Aerocity (Score: 0.42) | #8 Pride Plaza Aerocity (Score: 0.31)"
Q098,stays with morning meal and high speed web in gurgaon,Natural Language,Synonym Search,"breakfast=true, wifi=true, area=gurugram",http://localhost:8000/recommend?query=stays+with+morning+meal+and+high+speed+web+in+gurgaon,"{""query"": ""stays with morning meal and high speed web in gurgaon"", ""max_results"": 10}","{""hard"": {""area"": ""Gurugram""}, ""soft"": {}}",Multi-Channel Hybrid Retrieval,50,"#1 Grand Hyatt Gurgaon (Score: 0.76) | #2 Doubletree By Hilton Hotel Gurgaon - New Delhi Ncr (Score: 0.69) | #3 Lime Tree Hotel Pulkit Gurgaon Artemis Hospital, Nearest Millennium City Centre Metro Station (Score: 0.69) | #4 Holiday Inn Gurugram Sector 90 By Ihg (Score: 0.61) | #5 Hotel Mavens House (Score: 0.61) | #6 Collection O Hotel Cambridge (Score: 0.54)"
Q099,Hotels with excellent value ratings in Faridabad,Natural Language,Faridabad Value Query,"value>=4.5, area=faridabad",http://localhost:8000/recommend?query=Hotels+with+excellent+value+ratings+in+Faridabad,"{""query"": ""Hotels with excellent value ratings in Faridabad"", ""max_results"": 10}","{""hard"": {""area"": ""Faridabad""}, ""soft"": {""aspects"": ""value""}}",Multi-Channel Hybrid Retrieval,50,#1 Lavit Hotel (Score: 0.61)
Q100,trust 75 area pataudi review 24 cleanliness 2.5,Natural Language,Edge Query,"trust>=75, area=pataudi, reviews>=24, cleanliness>=2.5",http://localhost:8000/recommend?query=trust+75+area+pataudi+review+24+cleanliness+2.5,"{""query"": ""trust 75 area pataudi review 24 cleanliness 2.5"", ""max_results"": 10}","{""hard"": {""area"": ""Pataudi""}, ""soft"": {""aspects"": ""cleanliness,view""}}",Multi-Channel Hybrid Retrieval,50,
